x2,y2,r_mag,ax2,ay2
116036186.06239183,368358239.50817156,384399999.98912734,-0.0007961788032769812,-0.002577289183048656
112074343.01403548,370727585.17742735,384399999.9889011,-0.0007799443974795539,-0.002582248416632321
111831001.0144569,370690005.3613596,384399999.9887169,-0.0007636791034134893,-0.0025871053844183367
107685178.9515019,369918103.514718,384399999.9885788,-0.0007473835695995246,-0.0025918599104436113
107597340.01454757,370113452.1982701,384399999.98851144,-0.000731058444223498,-0.0025965118177463248
103330213.68463925,380317781.30733293,384399999.9884324,-0.000714704370206265,-0.0026010609087059947
102875366.5417877,373606990.9068255,384399999.9882169,-0.0006983219884900971,-0.0026055069759733165
100565452.37338698,371173170.9473204,384399999.9880189,-0.0006819119480688529,-0.0026098498437785445
98120843.78892379,374054242.59934616,384399999.9878619,-0.0006654749031572149,-0.002614089358583857
96083123.279152,376393670.66554505,384399999.98775446,-0.0006490115080924896,-0.0026182253674385536
93086661.03532487,374593278.37977374,384399999.98772115,-0.0006325224159074438,-0.002622257712101256
91288976.64943328,379414933.5221468,384399999.9875836,-0.0006160082745648443,-0.0026261862098243896
88812127.38007127,377761235.1917784,384399999.9873873,-0.0005994697340016564,-0.0026300106852080243
87100454.22884315,372270045.7075283,384399999.9872242,-0.0005829074516815747,-0.002633730998733652
84369072.90540174,379201348.80037016,384399999.98710024,-0.0005663220868565022,-0.002637347020204836
82421816.9971401,379132637.9963808,384399999.98703337,-0.0005497142986682912,-0.0026408586190486763
79717867.88900782,381351382.0019991,384399999.98698914,-0.0005330847432246377,-0.0026442656483902163
78177338.36863554,383198018.1168039,384399999.9868215,-0.0005164340745198448,-0.002647567947439561
75217680.07319239,383561947.5224994,384399999.9866621,-0.0004997629514016944,-0.0026507653815238813
72503722.5689889,385284699.6151596,384399999.9865374,-0.00048307203696032475,-0.002653857841451647
69570287.33566569,381955107.72199535,384399999.9864551,-0.00046636199448646387,-0.0026568452194206116
69033774.67732188,382763924.82079124,384399999.986434,-0.00044963348617627075,-0.0026597274010669372
65829974.22670974,380400458.0723782,384399999.98632,-0.0004328871712611093,-0.0026625042501663213
63301605.93109323,388015579.1461651,384399999.986175,-0.00041612371084936983,-0.0026651756413328467
61827156.45682813,382960064.871184,384399999.9860594,-0.00039934377061404125,-0.0026677414819639353
58252131.14594254,381640643.5497772,384399999.985978,-0.000382548017045764,-0.0026702016861177083
55928665.13399166,387895963.5617106,384399999.98594946,-0.00036573711625065286,-0.00267255616516323
53742028.97388457,386509848.39477915,384399999.9858865,-0.00034891173209705695,-0.0026748048100726125
51096628.76136899,386001093.63317156,384399999.9857648,-0.0003320725288523674,-0.0026769475125988547
48991919.05594085,387430596.75349176,384399999.985666,-0.0003152201742237515,-0.0026789841954575414
46607866.55944926,381747591.6755863,384399999.9855961,-0.0002983553371090353,-0.0026809147938920593
44338273.17211337,381001802.3278457,384399999.9855703,-0.00028147868620240213,-0.002682739241352282
42364463.80851406,382375761.32299256,384399999.98553073,-0.0002645908887426718,-0.002684457453110276
39120784.979838684,378830581.6931063,384399999.9854356,-0.00024769261209833804,-0.002686069342650123
